UMAP1,UMAP2,cell_type,condition
7.7934895,4.9185143,Endothelial,DVT
-1.8676213,-4.555085,Fibroblast,DVT
5.5697923,11.4949255,B_cell,DVT
-2.672942,-5.185406,Fibroblast,DVT
-3.6087377,9.639073,Monocyte,DVT
6.1467113,12.265553,B_cell,DVT
-7.020651,12.347488,Neutrophil,DVT
-0.108670324,-4.055697,Fibroblast,DVT
-2.604928,-4.3657613,Fibroblast,DVT
3.38926,0.06339298,Fibroblast,DVT
1.3901823,13.234585,Fibroblast,DVT
-1.5562304,-3.8025343,Fibroblast,DVT
7.488771,6.015205,Endothelial,DVT
5.2031713,2.0653427,Endothelial,DVT
5.6309566,11.1836815,B_cell,DVT
1.2144754,14.356738,Fibroblast,DVT
-1.4157665,0.10172457,Fibroblast,DVT
-11.431054,5.045886,Fibroblast,DVT
-9.731633,3.7430367,Fibroblast,DVT
-4.324943,7.3180766,Macrophage,DVT
-0.22915128,3.0084975,Endothelial,DVT
6.1282334,6.0376134,Endothelial,DVT
-3.1631606,9.536239,Monocyte,DVT
-0.2069669,3.0181665,Endothelial,DVT
5.6296763,5.538791,Endothelial,DVT
0.02941247,-7.319305,Fibroblast,DVT
-0.8511126,13.352813,Fibroblast,DVT
-1.7105383,6.319936,Fibroblast,DVT
-0.31598946,7.147887,Fibroblast,DVT
-1.4409143,8.085149,Fibroblast,DVT
-0.6541267,-3.9729948,Fibroblast,DVT
1.1981452,14.040321,Fibroblast,DVT
-0.99417824,13.9389925,Fibroblast,DVT
2.7788827,8.107513,Fibroblast,DVT
0.16038127,-0.7924955,Fibroblast,DVT
-4.5011415,10.808376,Neutrophil,DVT
0.38784432,-4.719497,Fibroblast,DVT
-7.156059,-0.0020281796,VSMC,DVT
-3.6429553,-2.024829,Fibroblast,DVT
8.105016,6.1558013,Endothelial,DVT
-2.9722674,6.626266,Fibroblast,DVT
-2.5684316,-2.280238,Fibroblast,DVT
0.67196,-4.0606313,Fibroblast,DVT
0.9295246,-4.4634805,Fibroblast,DVT
-1.5037159,8.676766,Monocyte,DVT
-3.3643827,-4.3879104,Fibroblast,DVT
4.2854223,-4.210928,Fibroblast,DVT
0.98307794,-4.2458787,Fibroblast,DVT
-4.725116,12.723046,Neutrophil,DVT
3.3386438,4.883603,Endothelial,DVT
5.5531673,10.990742,B_cell,DVT
-4.407703,9.109218,Macrophage,DVT
-7.5059137,0.83605725,VSMC,DVT
-4.778379,10.9781885,Neutrophil,DVT
-3.8290422,9.238913,Monocyte,DVT
-1.8171672,-6.1044903,Fibroblast,DVT
-7.449009,-1.4385611,VSMC,DVT
-2.2039845,-1.913593,Fibroblast,DVT
5.8959312,11.382716,B_cell,DVT
1.1681418,0.55929685,Fibroblast,DVT
-0.87185365,7.3332577,Fibroblast,DVT
-2.3219633,-6.1690545,Fibroblast,DVT
-6.779247,-0.37733164,VSMC,DVT
-2.6334584,-3.872824,Fibroblast,DVT
-1.771829,-5.8003464,Fibroblast,DVT
-2.1979935,15.4101515,Fibroblast,DVT
-1.5681899,-4.1135983,Fibroblast,DVT
-7.096034,-0.9381826,VSMC,DVT
3.0192995,4.4841695,Endothelial,DVT
-8.126616,-1.3826345,VSMC,DVT
7.5976515,6.332621,Endothelial,DVT
-5.2021375,8.0793295,Macrophage,DVT
-3.9791307,8.751892,Monocyte,DVT
-6.2794824,7.2585983,Macrophage,DVT
-4.7876215,6.027402,Fibroblast,DVT
5.297942,6.1390224,Endothelial,DVT
1.1577773,13.103073,Fibroblast,DVT
-1.6408899,-4.7411213,Fibroblast,DVT
3.414828,-0.107037775,Fibroblast,DVT
-6.6413417,0.7513989,VSMC,DVT
-1.8795408,15.820089,Fibroblast,DVT
2.3069096,8.759793,Fibroblast,DVT
-3.7405508,-4.84275,Fibroblast,DVT
-3.8033733,-3.9351356,Fibroblast,DVT
-5.335425,7.608465,Macrophage,DVT
5.97416,12.76748,B_cell,DVT
-2.5658636,9.062166,Monocyte,DVT
-6.0385904,6.352208,Macrophage,DVT
-3.4055274,-2.009053,Fibroblast,DVT
-4.503919,12.0566025,Neutrophil,DVT
2.7644665,4.4791245,Endothelial,DVT
-1.348551,-3.9716706,Fibroblast,DVT
-1.9807242,6.4804635,Fibroblast,DVT
-2.5697212,5.7727065,Fibroblast,DVT
-7.923028,-1.1896354,VSMC,DVT
2.4193604,16.134592,Fibroblast,DVT
-1.9651786,-4.2196937,Fibroblast,DVT
2.9373925,0.2622016,Fibroblast,DVT
-0.27479306,-4.6945734,Fibroblast,DVT
-5.2167153,8.002591,Macrophage,DVT
1.2807764,11.896421,Fibroblast,DVT
-4.770058,12.74921,Neutrophil,DVT
-7.238791,12.505512,Neutrophil,DVT
-8.204228,-1.7238113,VSMC,DVT
5.989851,10.729399,B_cell,DVT
3.1977644,0.2160157,Fibroblast,DVT
4.8809066,5.296451,Endothelial,DVT
3.0778294,-3.6497896,Fibroblast,DVT
-1.5117123,-4.435568,Fibroblast,DVT
-2.6139102,-4.9562483,Fibroblast,DVT
-3.9945216,9.355656,Monocyte,DVT
7.3698764,5.998854,Endothelial,DVT
-0.38288552,-2.9719195,Fibroblast,DVT
1.8692895,4.667132,Endothelial,DVT
3.480772,0.5387491,Fibroblast,DVT
-0.78488964,8.876565,Monocyte,DVT
-2.1587842,-2.2597067,Fibroblast,DVT
-1.8846674,14.667489,Fibroblast,DVT
-5.7790337,6.7963357,Macrophage,DVT
-3.365335,-2.2845297,Fibroblast,DVT
1.2798089,-4.191418,Fibroblast,DVT
-1.9952917,8.413007,Monocyte,DVT
-2.6627219,-5.873037,Fibroblast,DVT
2.429548,-3.604114,Fibroblast,DVT
2.886933,-0.06941391,Fibroblast,DVT
0.47423428,15.193027,Fibroblast,DVT
-0.6721781,-6.078688,Fibroblast,DVT
-2.5749803,-0.9681796,Fibroblast,DVT
-1.326097,-5.704193,Fibroblast,DVT
0.62618214,-6.796626,Fibroblast,DVT
2.6704526,0.38985068,Fibroblast,DVT
-2.4604936,-2.4667184,Fibroblast,DVT
-11.650571,0.2761619,Erythrocyte,DVT
0.22252923,2.597504,Endothelial,DVT
-4.6816177,6.158501,Fibroblast,DVT
4.990365,4.4802,Endothelial,DVT
-6.18856,1.5796417,VSMC,DVT
-1.324487,-3.354869,Fibroblast,DVT
-2.603739,5.036082,Fibroblast,DVT
2.8051956,0.73609585,Fibroblast,DVT
1.9681944,6.828137,B_cell,DVT
-8.672514,-1.4541545,VSMC,DVT
-7.729909,12.28386,Neutrophil,DVT
-1.7055095,7.570007,Fibroblast,DVT
-3.3657155,-1.596585,Fibroblast,DVT
-8.282649,-1.8207145,VSMC,DVT
-2.1157823,-5.7433343,Fibroblast,DVT
-2.0093584,8.309047,Monocyte,DVT
-1.3251916,-3.8542736,Fibroblast,DVT
7.607055,5.9728913,Endothelial,DVT
-1.0447195,-5.2790594,Fibroblast,DVT
-1.4696413,8.767533,Monocyte,DVT
-3.2808957,-1.7971731,Fibroblast,DVT
2.9469004,16.398443,Fibroblast,DVT
7.714353,6.594318,Endothelial,DVT
-10.952473,4.780403,Fibroblast,DVT
-1.2175822,-4.745092,Fibroblast,DVT
-2.3358989,-3.3007443,Fibroblast,DVT
-0.15214664,2.8929875,Endothelial,DVT
-0.91976124,-5.023879,Fibroblast,DVT
-3.0085564,-4.825102,Fibroblast,DVT
2.5318341,16.363005,Fibroblast,DVT
-0.7464741,3.3708484,Endothelial,DVT
-0.43675265,-5.3743777,Fibroblast,DVT
-0.18672337,-5.203056,Fibroblast,DVT
-3.2728226,-3.9824777,Fibroblast,DVT
2.8516343,0.27079895,Fibroblast,DVT
-3.0983593,-2.031149,Fibroblast,DVT
1.3876556,-2.6922624,Fibroblast,DVT
4.6697645,5.2878475,Endothelial,DVT
-0.15653506,-6.0644975,Fibroblast,DVT
-2.7667787,-1.3068091,Fibroblast,DVT
2.1615589,12.6927805,Fibroblast,DVT
7.1567044,5.229294,Endothelial,DVT
3.2959137,-0.2897178,Fibroblast,DVT
-1.5821109,14.869339,Fibroblast,DVT
1.8728503,-4.226861,Fibroblast,DVT
-1.1958551,-5.19569,Fibroblast,DVT
7.8698325,5.572232,Endothelial,DVT
-3.0596745,-3.841672,Fibroblast,DVT
2.2193582,8.975221,Fibroblast,DVT
3.1268811,0.4396024,Fibroblast,DVT
-2.4039905,-4.00269,Fibroblast,DVT
3.8665102,20.58085,Fibroblast,DVT
5.510366,0.51686364,Fibroblast,DVT
-7.4999084,-0.8984013,VSMC,DVT
4.8568125,6.016009,Endothelial,DVT
-1.4022667,-4.8207417,Fibroblast,DVT
-0.07683917,8.206614,Monocyte,DVT
-6.7164383,-1.5574641,VSMC,DVT
-8.010302,-0.33849224,VSMC,DVT
-1.8304895,-3.9006028,Fibroblast,DVT
-1.0906237,-5.628651,Fibroblast,DVT
-3.3194945,-1.7424763,Fibroblast,DVT
6.181374,5.749177,Endothelial,DVT
-6.4169397,12.32454,Neutrophil,DVT
-3.2673244,6.7424707,Fibroblast,DVT
-1.2906913,-3.2326396,Fibroblast,DVT
-3.451305,5.782638,Fibroblast,DVT
0.95651835,15.16581,Fibroblast,DVT
-6.235156,12.499399,Neutrophil,DVT
-6.400922,1.5505841,VSMC,DVT
-8.349907,-1.882083,VSMC,DVT
1.6086429,1.8509417,Fibroblast,DVT
-8.786018,-1.5878434,VSMC,DVT
3.062164,4.521329,Endothelial,DVT
1.041649,-0.7042789,Fibroblast,DVT
-2.0088649,14.567862,Fibroblast,DVT
-5.651076,6.0248165,Fibroblast,DVT
-2.1220632,-4.6788235,Fibroblast,DVT
0.5777274,-2.862023,Fibroblast,DVT
-4.768022,10.043629,Macrophage,DVT
2.8574784,-3.8713684,Fibroblast,DVT
1.5478685,-2.6134815,Fibroblast,DVT
2.472378,7.210433,Fibroblast,DVT
-0.037149996,-1.6733888,Fibroblast,DVT
-3.7393332,8.706099,Monocyte,DVT
-2.7956836,-1.9925336,Fibroblast,DVT
-0.36996257,-2.4437425,Fibroblast,DVT
0.80941653,15.520742,Fibroblast,DVT
-2.8149781,9.6498165,Monocyte,DVT
-1.5265628,-5.7448764,Fibroblast,DVT
2.789118,0.4454073,Fibroblast,DVT
-1.6297481,-4.9250045,Fibroblast,DVT
-5.5719757,6.0221634,Fibroblast,DVT
0.13364376,-2.940811,Fibroblast,DVT
0.26694196,-3.330269,Fibroblast,DVT
-11.18496,5.669577,Fibroblast,DVT
-6.6121287,12.588664,Neutrophil,DVT
-0.77694005,-4.37699,Fibroblast,DVT
5.4230194,9.409384,B_cell,DVT
-7.160094,-1.2204483,VSMC,DVT
2.2346256,-3.7949374,Fibroblast,DVT
-2.3815556,-5.015964,Fibroblast,DVT
-5.0472445,8.521896,Macrophage,DVT
-5.030433,7.2643147,Macrophage,DVT
-3.802582,8.66405,Monocyte,DVT
2.753336,-0.118650176,Fibroblast,DVT
-0.0030555155,-6.200072,Fibroblast,DVT
-3.8714063,-2.932158,Fibroblast,DVT
-1.2876117,-2.2812085,Fibroblast,DVT
-2.0346074,15.025066,Fibroblast,DVT
-1.9186213,-5.007512,Fibroblast,DVT
-7.438813,-0.8823813,VSMC,DVT
1.5207182,-3.3785374,Fibroblast,DVT
-2.618706,-4.801505,Fibroblast,DVT
0.41583434,-0.34304115,Fibroblast,DVT
-2.0111182,-2.4000862,Fibroblast,DVT
-3.685656,9.656435,Monocyte,DVT
-1.0582272,8.701251,Monocyte,DVT
-1.0905173,8.671354,Monocyte,DVT
5.84906,4.878119,Endothelial,DVT
2.9660432,6.4327054,Fibroblast,DVT
7.7486506,6.7376976,Endothelial,DVT
-0.28060195,15.554699,Fibroblast,DVT
3.3566668,-4.2606673,Fibroblast,DVT
-1.7927293,16.141253,Fibroblast,DVT
1.1649032,-2.3134499,Fibroblast,DVT
1.0659661,15.58495,Fibroblast,DVT
-7.903675,-0.90435666,VSMC,DVT
-1.0609924,3.4359536,Endothelial,DVT
-1.544391,-6.652576,Fibroblast,DVT
-7.485805,-1.4395345,VSMC,DVT
1.35845,12.958351,Fibroblast,DVT
7.8374352,6.477032,Endothelial,DVT
0.32019097,2.584715,Endothelial,DVT
-5.4922924,12.6765585,Neutrophil,DVT
-3.1171532,8.963978,Monocyte,DVT
-1.5002097,-5.5576158,Fibroblast,DVT
-0.7399701,14.726044,Fibroblast,DVT
-7.4276757,-1.7168175,VSMC,DVT
-3.788507,7.2308855,Macrophage,DVT
2.5250993,0.7296137,Fibroblast,DVT
-0.14045218,-6.086029,Fibroblast,DVT
-3.518626,5.838472,Fibroblast,DVT
6.1513114,11.744208,B_cell,DVT
1.389248,11.93403,Fibroblast,DVT
-5.61681,7.943095,Macrophage,DVT
-0.82253104,-5.3569274,Fibroblast,DVT
5.673451,5.410504,Endothelial,DVT
-4.453209,12.051008,Neutrophil,DVT
5.961252,5.9060726,Endothelial,DVT
5.6538253,11.538809,B_cell,DVT
3.817421,20.527512,Fibroblast,DVT
-4.5947495,9.997902,Macrophage,DVT
0.9054308,13.998354,Fibroblast,DVT
-0.360988,2.821355,Endothelial,DVT
-6.0169635,1.27759,VSMC,DVT
7.5773177,6.5765266,Endothelial,DVT
-2.2112548,5.9642625,Fibroblast,DVT
2.7334354,0.3736621,Fibroblast,DVT
3.5412438,0.12742986,Fibroblast,DVT
-2.087666,-4.5957084,Fibroblast,DVT
1.0378095,15.414598,Fibroblast,DVT
-0.39233094,-4.319192,Fibroblast,DVT
-0.9683071,8.714549,Monocyte,DVT
-3.1330557,9.321777,Monocyte,DVT
-3.1801908,9.172959,Monocyte,DVT
0.4356414,14.201668,Fibroblast,DVT
-1.3754783,-3.6675053,Fibroblast,DVT
1.1993577,-1.8513558,Fibroblast,DVT
3.1188505,0.37000936,Fibroblast,DVT
-0.81786996,3.0489457,Endothelial,DVT
-7.9033604,-0.6924345,VSMC,DVT
-1.6797757,14.342512,Fibroblast,DVT
-2.2073462,-5.9199133,Fibroblast,DVT
-0.21873055,-3.5309582,Fibroblast,DVT
-11.246353,4.6084175,Fibroblast,DVT
6.452113,5.8043194,Endothelial,DVT
1.3836461,-2.9190514,Fibroblast,DVT
-11.525239,5.0650406,Fibroblast,DVT
-3.789964,-4.9131017,Fibroblast,DVT
-4.2447715,7.3321757,Monocyte,DVT
-0.47246093,-3.3408058,Fibroblast,DVT
0.42650616,14.224958,Fibroblast,DVT
1.9179562,6.853335,B_cell,DVT
-3.3469436,9.566901,Monocyte,DVT
-0.65552926,-4.455094,Fibroblast,DVT
4.6048512,10.544206,B_cell,DVT
-1.686274,-5.441497,Fibroblast,DVT
-3.5702937,8.685233,Monocyte,DVT
5.8378277,11.504267,B_cell,DVT
0.77347964,13.27552,Fibroblast,DVT
-3.2873054,10.057468,Monocyte,DVT
14.074104,7.4790454,Fibroblast,DVT
3.408234,4.2507553,Endothelial,DVT
1.7102951,13.030034,Fibroblast,DVT
-2.3856604,-4.738205,Fibroblast,DVT
-7.498983,-0.9110297,VSMC,DVT
-1.2711388,-4.1189637,Fibroblast,DVT
1.5393258,-2.9825757,Fibroblast,DVT
-0.67361444,-4.7579727,Fibroblast,DVT
2.3203807,16.35048,Fibroblast,DVT
2.0298438,9.110848,Fibroblast,DVT
0.11405447,-3.6739748,Fibroblast,DVT
0.6586611,-3.2074885,Fibroblast,DVT
-5.7559614,11.114297,Neutrophil,DVT
0.89659715,-3.9043906,Fibroblast,DVT
2.4131265,7.399522,Fibroblast,DVT
0.3863568,13.826212,Fibroblast,DVT
6.0522256,12.279903,B_cell,DVT
-3.1402738,9.581626,Monocyte,DVT
3.716002,4.5610614,Endothelial,DVT
-8.079168,-1.3452206,VSMC,DVT
0.8308584,14.854276,Fibroblast,DVT
-0.35621876,-5.124008,Fibroblast,DVT
1.9877372,7.854075,Fibroblast,DVT
-8.75414,-1.2742766,VSMC,DVT
2.6233854,8.393151,Fibroblast,DVT
3.0709574,4.4072514,Endothelial,DVT
-0.85497683,-5.108436,Fibroblast,DVT
-2.3895726,-3.174493,Fibroblast,DVT
-2.1556828,-5.045517,Fibroblast,DVT
5.232187,6.037285,Endothelial,DVT
-4.367224,10.207363,Macrophage,DVT
-2.8971565,-4.9498734,Fibroblast,DVT
-7.091785,-0.250461,VSMC,DVT
-1.341984,-4.0643535,Fibroblast,DVT
-1.9188154,8.258163,Monocyte,DVT
1.8342907,4.8362436,Endothelial,DVT
-3.4452791,6.988392,Fibroblast,DVT
-6.1618395,8.157286,Macrophage,DVT
0.24021618,-3.6537662,Fibroblast,DVT
2.2340784,-4.176169,Fibroblast,DVT
4.5105534,-4.269511,Fibroblast,DVT
-2.6364279,-5.520309,Fibroblast,DVT
-0.8389588,8.684695,Monocyte,DVT
-7.495735,1.0672286,VSMC,DVT
5.773591,10.594045,B_cell,DVT
-1.092056,-5.9155164,Fibroblast,DVT
-4.5639997,7.4182124,Macrophage,DVT
-1.2552623,13.826294,Fibroblast,DVT
-5.5531216,6.5976715,Macrophage,DVT
-6.925236,-1.657187,VSMC,DVT
-6.319286,6.79712,Macrophage,DVT
0.65814906,15.6011715,Fibroblast,DVT
3.9301424,20.647055,Fibroblast,DVT
-11.282743,5.6678166,Fibroblast,DVT
5.9034643,12.413784,B_cell,DVT
-5.9126697,8.138055,Macrophage,DVT
3.2430384,6.4670196,Fibroblast,DVT
3.2235546,-4.5247555,Fibroblast,DVT
6.914755,5.2057037,Endothelial,DVT
-1.3589896,0.116760775,Fibroblast,DVT
-2.1620922,5.809973,Fibroblast,DVT
-6.52066,12.903248,Neutrophil,DVT
-11.083266,5.45558,Fibroblast,DVT
3.7773898,-4.085831,Fibroblast,DVT
-0.5063076,-3.1514637,Fibroblast,DVT
0.9139962,1.594976,Endothelial,DVT
-3.0948312,5.818432,Fibroblast,DVT
0.7488663,-4.9897065,Fibroblast,DVT
-3.1662421,-2.2905598,Fibroblast,DVT
-5.9238076,13.221212,Neutrophil,DVT
-6.594507,0.6237457,VSMC,DVT
3.3603508,4.351651,Endothelial,DVT
-0.316061,-4.115409,Fibroblast,DVT
-2.3571675,5.235645,Fibroblast,DVT
-8.009918,-1.0739343,VSMC,DVT
-2.256196,-4.7225604,Fibroblast,DVT
-0.3142262,-5.241974,Fibroblast,DVT
0.2490473,13.054992,Fibroblast,DVT
-7.6263638,-0.24648586,VSMC,DVT
-2.6846905,-2.912075,Fibroblast,DVT
-5.912163,6.666519,Macrophage,DVT
0.7223169,-3.5234263,Fibroblast,DVT
5.8234696,11.383246,B_cell,DVT
-2.7413564,-4.698256,Fibroblast,DVT
-1.4100103,-3.7084653,Fibroblast,DVT
-5.8234997,6.500463,Macrophage,DVT
-1.8741114,14.254295,Fibroblast,DVT
3.5546722,3.902169,Endothelial,DVT
7.106999,6.105278,Endothelial,DVT
-5.526879,12.019005,Neutrophil,DVT
-2.063336,-2.4089398,Fibroblast,DVT
-1.9411243,8.280644,Monocyte,DVT
-6.4264884,0.871272,VSMC,DVT
2.2810197,8.919743,Fibroblast,DVT
-1.0190225,8.9937725,Monocyte,DVT
-2.9909823,7.924669,Fibroblast,DVT
3.6127667,4.8059564,Endothelial,DVT
2.41862,-3.611854,Fibroblast,DVT
-2.7339222,-1.7594643,Fibroblast,DVT
-9.030066,-1.2616997,VSMC,DVT
1.0253446,0.37348485,Fibroblast,DVT
-7.015489,-0.6853753,VSMC,DVT
-8.672163,-1.6099787,VSMC,DVT
-0.5293429,-3.5969548,Fibroblast,DVT
0.48983893,-2.522051,Fibroblast,DVT
-1.7536331,14.098438,Fibroblast,DVT
-0.43939915,-3.8758254,Fibroblast,DVT
-0.48627326,-3.1341867,Fibroblast,DVT
-3.1447635,-4.4148574,Fibroblast,DVT
1.1952345,-3.4704823,Fibroblast,DVT
-5.8768005,10.8848,Neutrophil,DVT
3.053442,-4.064427,Fibroblast,DVT
-2.3005674,-3.478187,Fibroblast,DVT
-3.2376292,9.542655,Monocyte,DVT
-1.6763141,14.012689,Fibroblast,DVT
-1.4166799,-4.876097,Fibroblast,DVT
7.784911,5.9484677,Endothelial,DVT
-5.8464894,12.846537,Neutrophil,DVT
-2.902786,4.7193384,Fibroblast,DVT
-6.656126,0.69956976,VSMC,DVT
1.5028808,-3.4786148,Fibroblast,DVT
4.8579483,9.097188,B_cell,DVT
-6.694845,12.490196,Neutrophil,DVT
0.72380525,13.902763,Fibroblast,DVT
-7.4257865,-1.585039,VSMC,DVT
1.0732113,-2.310667,Fibroblast,DVT
-2.4387856,-1.1621954,Fibroblast,DVT
6.1048117,11.649199,B_cell,DVT
-5.336625,7.480516,Macrophage,DVT
1.3818492,-1.9299845,Fibroblast,DVT
8.005584,5.8799047,Endothelial,DVT
1.7579266,-4.156842,Fibroblast,DVT
-3.1345685,-2.3623948,Fibroblast,DVT
2.578523,-0.111262284,Fibroblast,DVT
3.1306398,0.33384845,Fibroblast,DVT
0.36711308,14.038333,Fibroblast,DVT
-5.818577,5.718292,Fibroblast,DVT
2.2963154,4.7480383,Endothelial,DVT
7.63864,6.0174646,Endothelial,DVT
1.7874253,0.028362038,Fibroblast,DVT
2.4346702,0.5645778,Fibroblast,DVT
-2.147981,-3.6702611,Fibroblast,DVT
4.30711,3.2669082,Endothelial,DVT
-6.8103933,1.4042332,VSMC,DVT
-1.9220486,-5.6243935,Fibroblast,DVT
-1.9963278,5.479673,Fibroblast,DVT
-1.1377472,-5.450883,Fibroblast,DVT
-0.7161691,-3.4283721,Fibroblast,DVT
-0.3977234,-5.4140854,Fibroblast,DVT
2.6591625,-3.8377182,Fibroblast,DVT
3.8164687,0.73034024,Fibroblast,DVT
-1.2242812,8.675824,Monocyte,DVT
-1.4103057,-5.431968,Fibroblast,DVT
-3.0614824,-2.3807204,Fibroblast,DVT
-0.06622733,-7.3919134,Fibroblast,DVT
-3.168997,-2.0614188,Fibroblast,DVT
1.1593084,12.472603,Fibroblast,DVT
-8.637863,-1.6225508,VSMC,DVT
3.8973289,-4.175087,Fibroblast,DVT
-1.4997312,9.909018,Monocyte,DVT
5.5411253,11.727154,B_cell,DVT
-2.5986516,-3.1145797,Fibroblast,DVT
2.6713376,0.29339126,Fibroblast,DVT
3.3946688,4.92717,Endothelial,DVT
-0.5023362,-2.654454,Fibroblast,DVT
-0.7833122,3.2491777,Endothelial,DVT
-0.8100504,-4.3968654,Fibroblast,DVT
-5.5184126,12.826844,Neutrophil,DVT
-6.3963413,-1.1520629,VSMC,DVT
2.124978,8.9461,Fibroblast,DVT
-9.669593,3.9142044,Fibroblast,DVT
-4.0980034,-4.541392,Fibroblast,DVT
6.2209544,12.548126,B_cell,DVT
-3.1161823,-1.7530913,Fibroblast,DVT
-2.1535366,15.058621,Fibroblast,DVT
1.0053664,15.451752,Fibroblast,DVT
5.973341,11.812379,B_cell,DVT
-2.582346,-2.8688564,Fibroblast,DVT
-6.1123433,13.069478,Neutrophil,DVT
0.59232765,-4.5708613,Fibroblast,DVT
-1.0763347,-3.7117717,Fibroblast,DVT
-1.4391358,-5.9167767,Fibroblast,DVT
-7.8518324,-0.94625825,VSMC,DVT
5.574772,6.022207,Endothelial,DVT
-2.4303637,-3.3199632,Fibroblast,DVT
1.4623907,1.03007,Fibroblast,DVT
-4.179889,-4.615444,Fibroblast,DVT
1.6075041,2.4512203,Endothelial,DVT
-3.4804442,-4.322832,Fibroblast,DVT
-3.7835934,-3.9219718,Fibroblast,DVT
-4.491591,6.0502467,Fibroblast,DVT
-3.4874558,-4.60942,Fibroblast,DVT
1.8808718,12.992905,Fibroblast,DVT
-3.4772558,-3.4046786,Fibroblast,DVT
8.02852,5.950462,Endothelial,DVT
-0.41677508,2.9323683,Endothelial,DVT
3.2881794,0.17837542,Fibroblast,DVT
5.013444,5.780305,Endothelial,DVT
-3.1824658,6.372422,Fibroblast,DVT
-1.7629167,15.075852,Fibroblast,DVT
-0.0024268148,-1.7553573,Fibroblast,DVT
0.73221815,-2.4827297,Fibroblast,DVT
7.754124,5.259004,Endothelial,DVT
-5.0467753,7.877018,Macrophage,DVT
-7.88477,-0.7725211,VSMC,DVT
2.4419644,-1.5063673,Fibroblast,DVT
1.7459242,-4.53509,Fibroblast,DVT
-1.0420582,-5.1505203,Fibroblast,DVT
6.93387,2.658713,Endothelial,DVT
7.61739,6.377575,Endothelial,DVT
1.2401669,-3.1037722,Fibroblast,DVT
-1.7661039,15.183386,Fibroblast,DVT
0.2683914,14.871102,Fibroblast,DVT
-3.8979166,-2.5377543,Fibroblast,DVT
0.40006098,2.645774,Endothelial,DVT
-3.6459131,6.353314,Fibroblast,DVT
-5.8130665,12.650755,Neutrophil,DVT
-5.106127,5.4473367,Fibroblast,DVT
1.3613378,13.327307,Fibroblast,DVT
0.5450495,12.373402,Fibroblast,DVT
-2.2720048,5.0040693,Fibroblast,DVT
-0.31009808,-3.9539552,Fibroblast,DVT
3.5313704,4.869027,Endothelial,DVT
-2.0220988,14.5439205,Fibroblast,DVT
3.7060146,4.963797,Endothelial,DVT
-3.4353395,-2.061688,Fibroblast,DVT
1.4304727,14.215068,Fibroblast,DVT
1.767357,-6.0743876,Fibroblast,DVT
-4.130758,6.444222,Fibroblast,DVT
-0.36007532,-3.1861107,Fibroblast,DVT
2.2972665,0.8768977,Fibroblast,DVT
-8.430831,-1.2419521,VSMC,DVT
-2.9498806,6.261771,Fibroblast,DVT
-3.584938,-4.081703,Fibroblast,DVT
-3.4969068,10.197452,Monocyte,DVT
-6.100694,7.3314657,Macrophage,DVT
-1.3340125,0.12788166,Fibroblast,DVT
-3.5785725,10.344161,Monocyte,DVT
-1.8478696,15.567441,Fibroblast,DVT
0.62466264,14.509943,Fibroblast,DVT
5.6744385,10.908945,B_cell,DVT
-2.1889296,-3.072455,Fibroblast,DVT
-7.3219185,-0.7141908,VSMC,DVT
-1.9409926,-4.4318275,Fibroblast,DVT
5.2360606,4.395428,Endothelial,DVT
-3.4333782,8.366502,Monocyte,DVT
-0.49839345,-4.743392,Fibroblast,DVT
-7.701797,12.362449,Neutrophil,DVT
0.99436784,14.732763,Fibroblast,DVT
-2.1981118,15.473387,Fibroblast,DVT
2.8796527,-0.03059047,Fibroblast,DVT
-1.9861969,8.302332,Monocyte,DVT
-3.6797385,9.8165455,Monocyte,DVT
6.379191,6.006312,Endothelial,DVT
-2.8444428,-5.1345677,Fibroblast,DVT
-3.1154168,-4.7889457,Fibroblast,DVT
-1.852694,-4.3619313,Fibroblast,DVT
-4.8254943,8.301208,Macrophage,DVT
-3.6671755,-2.545585,Fibroblast,DVT
0.114512615,14.249094,Fibroblast,DVT
-2.435472,-2.2020762,Fibroblast,DVT
-0.29064676,-3.6199336,Fibroblast,DVT
-1.0336591,-4.9715137,Fibroblast,DVT
-10.984272,5.444145,Fibroblast,DVT
3.7949848,-4.138348,Fibroblast,DVT
-2.6196518,10.079608,Monocyte,DVT
5.757011,6.144315,Endothelial,DVT
-8.286854,-0.7691259,VSMC,DVT
0.93288696,-4.798879,Fibroblast,DVT
1.8413773,12.949017,Fibroblast,DVT
0.46823353,-2.68094,Fibroblast,DVT
-4.8102326,11.51345,Neutrophil,DVT
1.20142,13.218097,Fibroblast,DVT
1.1070098,15.430362,Fibroblast,DVT
3.3432956,0.034325548,Fibroblast,DVT
-3.1550207,6.1050386,Fibroblast,DVT
-4.0446897,-3.9292607,Fibroblast,DVT
-10.45767,5.4849353,Fibroblast,DVT
4.3439345,5.5493894,Endothelial,DVT
5.469276,10.30354,B_cell,DVT
-2.5064402,-2.9575913,Fibroblast,DVT
-6.2361083,7.607732,Macrophage,DVT
-7.7089067,12.343236,Neutrophil,DVT
1.7634119,-4.3998795,Fibroblast,DVT
2.9207659,-0.1684068,Fibroblast,DVT
-5.8777375,7.435789,Macrophage,DVT
-2.5220761,-2.9519079,Fibroblast,DVT
0.16018331,-3.1456056,Fibroblast,DVT
2.6547077,0.5844577,Fibroblast,DVT
