UMAP1,UMAP2,cell_type,condition
-1.2500829,-5.689373,Fibroblast,DVT
-0.9359008,-5.8881683,Fibroblast,DVT
4.4559717,-4.270516,Fibroblast,DVT
-1.9165772,8.131069,Monocyte,DVT
-6.3883343,1.5312331,VSMC,DVT
-3.057812,9.178096,Monocyte,DVT
2.6494207,-1.0630404,Fibroblast,DVT
-0.07827908,-3.2854345,Fibroblast,DVT
5.495692,6.238107,Endothelial,DVT
-0.95618284,-5.1906333,Fibroblast,DVT
-3.2792137,-3.6642249,Fibroblast,DVT
-1.5679971,-3.9479773,Fibroblast,DVT
-3.717841,-3.7413704,Fibroblast,DVT
-4.871035,4.758867,Fibroblast,DVT
-3.5627127,6.3460903,Fibroblast,DVT
-8.425122,-1.1944747,VSMC,DVT
-3.2079942,5.022504,Fibroblast,DVT
5.7977223,5.730615,Endothelial,DVT
-2.5891564,-5.2759385,Fibroblast,DVT
0.981374,13.214035,Fibroblast,DVT
-2.0116463,-6.2297087,Fibroblast,DVT
2.7693603,16.343554,Fibroblast,DVT
5.378109,10.634704,B_cell,DVT
-1.2569377,-5.8312516,Fibroblast,DVT
6.9333916,6.0931005,Endothelial,DVT
-1.9094918,-3.1227965,Fibroblast,DVT
1.5646566,-6.240306,Fibroblast,DVT
-7.711728,-0.8380219,VSMC,DVT
-8.219284,-1.2718289,VSMC,DVT
2.9788604,-3.9732301,Fibroblast,DVT
-1.1280556,-4.7512875,Fibroblast,DVT
-6.3796644,-0.8171205,VSMC,DVT
-10.844606,4.124889,Fibroblast,DVT
1.2279313,15.020113,Fibroblast,DVT
0.4515047,-4.4591923,Fibroblast,DVT
-0.0144777065,-3.6992881,Fibroblast,DVT
-6.540395,13.26176,Neutrophil,DVT
-1.5496329,7.294847,Fibroblast,DVT
3.039624,0.13780004,Fibroblast,DVT
0.5038881,-3.4816334,Fibroblast,DVT
-10.837439,4.2109356,Fibroblast,DVT
1.4594648,-3.6423347,Fibroblast,DVT
-2.9956794,-4.273548,Fibroblast,DVT
-2.4375,-4.8543267,Fibroblast,DVT
-5.9097643,13.275044,Neutrophil,DVT
-1.9293513,8.40408,Monocyte,DVT
-1.3954664,-4.704928,Fibroblast,DVT
6.7425117,5.1602564,Endothelial,DVT
-2.6916692,-2.4214973,Fibroblast,DVT
-5.59556,-0.7760385,VSMC,DVT
-4.5182333,8.351059,Macrophage,DVT
2.272352,4.832968,Endothelial,DVT
1.4064851,-1.9430093,Fibroblast,DVT
-4.44578,-1.5242064,Fibroblast,DVT
5.91186,11.29807,B_cell,DVT
7.2354794,5.553173,Endothelial,DVT
1.2290295,15.777779,Fibroblast,DVT
4.5496607,0.64309037,Fibroblast,DVT
2.2234674,-1.089267,Fibroblast,DVT
0.8136421,2.4214497,Endothelial,DVT
-2.369358,-5.2592864,Fibroblast,DVT
5.3351007,11.984108,B_cell,DVT
-1.323169,-5.46477,Fibroblast,DVT
-2.2614567,-1.3584738,Fibroblast,DVT
-1.8112485,14.366246,Fibroblast,DVT
-0.6622681,3.066557,Endothelial,DVT
2.5291965,-3.9031584,Fibroblast,DVT
-1.4605318,7.0681896,Fibroblast,DVT
3.3471053,0.076717526,Fibroblast,DVT
-5.7361145,12.337033,Neutrophil,DVT
-2.3984337,-3.4913435,Fibroblast,DVT
-3.1379824,-4.453263,Fibroblast,DVT
1.6091532,12.661099,Fibroblast,DVT
-5.9740467,6.9508147,Macrophage,DVT
-10.809429,5.6241484,Fibroblast,DVT
0.9639608,-4.521226,Fibroblast,DVT
-3.0056357,-4.2032104,Fibroblast,DVT
1.4834473,13.393529,Fibroblast,DVT
-3.016653,-4.940646,Fibroblast,DVT
-3.2044253,-4.1306667,Fibroblast,DVT
0.118579336,2.7847595,Endothelial,DVT
2.179007,-4.2917976,Fibroblast,DVT
-0.070553385,-4.272557,Fibroblast,DVT
-7.1404486,0.97990775,VSMC,DVT
5.898741,6.4107866,Endothelial,DVT
-11.336343,5.1533914,Fibroblast,DVT
3.1242974,-4.0157585,Fibroblast,DVT
-10.289095,5.4448705,Fibroblast,DVT
-2.3562872,-4.467891,Fibroblast,DVT
-1.0797323,-2.9258776,Fibroblast,DVT
1.1284132,-7.030519,Fibroblast,DVT
-2.0543177,-4.1236296,Fibroblast,DVT
-2.0601387,-3.9149282,Fibroblast,DVT
-1.799121,-1.7088652,Fibroblast,DVT
-2.7250285,4.8890824,Fibroblast,DVT
2.413818,-3.774417,Fibroblast,DVT
7.7279587,6.133351,Endothelial,DVT
-6.043114,8.196984,Macrophage,DVT
1.711784,1.9346961,Fibroblast,DVT
-3.4829745,5.9811163,Fibroblast,DVT
-1.4054401,-5.0076766,Fibroblast,DVT
0.72709423,-3.171198,Fibroblast,DVT
-3.3592489,-2.5764034,Fibroblast,DVT
5.805964,10.888532,B_cell,DVT
1.7824937,13.256506,Fibroblast,DVT
-0.6277833,-2.7128472,Fibroblast,DVT
-5.7189546,13.061024,Neutrophil,DVT
-4.04644,-4.6934958,Fibroblast,DVT
-6.1161942,6.5532184,Macrophage,DVT
-0.14105609,-5.213251,Fibroblast,DVT
-6.7768106,0.8460261,VSMC,DVT
-1.4868003,-3.293889,Fibroblast,DVT
2.995375,0.34705707,Fibroblast,DVT
-1.475865,8.920777,Monocyte,DVT
-1.4737834,15.927385,Fibroblast,DVT
-6.2894797,6.69925,Macrophage,DVT
-0.35758078,-3.5595737,Fibroblast,DVT
6.0758023,6.008047,Endothelial,DVT
-4.357775,6.0105753,Fibroblast,DVT
-0.14480574,-6.498036,Fibroblast,DVT
-5.964375,7.5087395,Macrophage,DVT
-2.6196787,-0.6940126,Fibroblast,DVT
6.8741126,4.9990954,Endothelial,DVT
-0.3597327,-4.574089,Fibroblast,DVT
-5.2089057,7.7201476,Macrophage,DVT
2.863665,0.011335138,Fibroblast,DVT
0.17753285,2.8940184,Endothelial,DVT
2.1896245,9.035914,Fibroblast,DVT
-3.467348,5.2244835,Fibroblast,DVT
7.3834105,6.603658,Endothelial,DVT
1.040103,-2.4203181,Fibroblast,DVT
-2.6566076,5.1712227,Fibroblast,DVT
1.1559464,12.651349,Fibroblast,DVT
-3.8003998,-2.643328,Fibroblast,DVT
-3.3637934,6.3131113,Fibroblast,DVT
-1.3018336,14.048085,Fibroblast,DVT
-0.5770165,3.4777277,Endothelial,DVT
-2.9078155,6.9114194,Fibroblast,DVT
-1.3529221,-4.0778656,Fibroblast,DVT
-2.5527177,-4.1226077,Fibroblast,DVT
-1.1185793,-4.312666,Fibroblast,DVT
1.1379178,-5.052765,Fibroblast,DVT
-0.61831445,-5.1778655,Fibroblast,DVT
3.0154793,-4.3199797,Fibroblast,DVT
-2.9291549,8.74438,Monocyte,DVT
-2.105961,15.161047,Fibroblast,DVT
-0.37884876,-4.737122,Fibroblast,DVT
4.721075,3.331409,Endothelial,DVT
-2.3090672,-5.3650618,Fibroblast,DVT
1.1917053,12.7579775,Fibroblast,DVT
7.1745567,5.621956,Endothelial,DVT
-2.4869173,-4.471211,Fibroblast,DVT
-0.67929566,8.985036,Monocyte,DVT
-0.23933336,-4.7699213,Fibroblast,DVT
1.672784,-3.469217,Fibroblast,DVT
-1.3819567,-2.127074,Fibroblast,DVT
-5.705976,5.643778,Fibroblast,DVT
-3.0812867,7.85458,Fibroblast,DVT
-2.0030472,-5.5559573,Fibroblast,DVT
7.647259,4.8778267,Endothelial,DVT
-6.333865,1.5384916,VSMC,DVT
0.4699807,2.981956,Endothelial,DVT
-7.607857,-1.2442716,VSMC,DVT
-5.985276,7.70053,Macrophage,DVT
-4.051327,-1.9117275,Fibroblast,DVT
-5.8662777,7.3454537,Macrophage,DVT
-3.259218,-4.4821467,Fibroblast,DVT
7.968825,5.887466,Endothelial,DVT
-3.6693635,-3.2753322,Fibroblast,DVT
5.906422,11.760263,B_cell,DVT
0.5624555,-5.0810733,Fibroblast,DVT
7.948343,6.461507,Endothelial,DVT
-4.157229,7.4482503,Macrophage,DVT
6.0170283,10.730933,B_cell,DVT
2.6103945,4.3769984,Endothelial,DVT
-5.398356,6.2308407,Fibroblast,DVT
-4.791846,7.9225273,Macrophage,DVT
-5.244503,7.757562,Macrophage,DVT
-4.254769,-4.307879,Fibroblast,DVT
5.565374,5.5226803,Endothelial,DVT
3.4086125,-4.409865,Fibroblast,DVT
1.180664,13.004992,Fibroblast,DVT
-1.6020468,14.917297,Fibroblast,DVT
-0.5974004,-2.0141246,Fibroblast,DVT
2.8242905,4.47637,Endothelial,DVT
2.1971917,12.685626,Fibroblast,DVT
5.938984,12.029821,B_cell,DVT
-5.793589,12.55309,Neutrophil,DVT
-0.23982781,-3.6283367,Fibroblast,DVT
-0.41921046,-4.9415727,Fibroblast,DVT
4.5156918,5.3974137,Endothelial,DVT
-5.869701,-0.8606852,VSMC,DVT
-2.8151436,-0.82326144,Fibroblast,DVT
2.307536,0.8778111,Fibroblast,DVT
-3.4122689,10.23227,Monocyte,DVT
2.2756944,15.955609,Fibroblast,DVT
-1.5240754,15.535792,Fibroblast,DVT
-1.1042203,-3.4605384,Fibroblast,DVT
-3.6201131,-4.1584425,Fibroblast,DVT
4.6380353,5.236487,Endothelial,DVT
-3.303513,-5.0617228,Fibroblast,DVT
7.639592,3.5431893,Endothelial,DVT
-0.7730194,3.330827,Endothelial,DVT
6.1616826,12.087302,B_cell,DVT
2.6103535,0.011083395,Fibroblast,DVT
4.366559,5.0158772,Endothelial,DVT
-6.3694215,1.2102287,VSMC,DVT
6.214852,12.476459,B_cell,DVT
2.1672485,4.7164407,Endothelial,DVT
-3.302638,6.8409677,Fibroblast,DVT
2.3895462,7.2738476,B_cell,DVT
-1.0104231,8.690372,Monocyte,DVT
-1.229937,8.633005,Monocyte,DVT
2.502099,-1.1368151,Fibroblast,DVT
-1.6441312,12.718673,Fibroblast,DVT
-6.253688,1.6118796,VSMC,DVT
-3.578749,5.121526,Fibroblast,DVT
-1.8725604,9.699731,Monocyte,DVT
0.71560246,14.414313,Fibroblast,DVT
-1.7550845,-6.2421236,Fibroblast,DVT
-4.3037114,6.5463686,Fibroblast,DVT
1.2055997,-2.306024,Fibroblast,DVT
1.184775,1.4511013,Fibroblast,DVT
-5.754465,7.527772,Macrophage,DVT
-2.7926435,7.361336,Fibroblast,DVT
0.78932667,-3.408764,Fibroblast,DVT
-1.8692987,-4.332978,Fibroblast,DVT
-0.040181383,-4.7947307,Fibroblast,DVT
-4.1256084,5.10199,Fibroblast,DVT
3.887237,-4.1827006,Fibroblast,DVT
2.2123682,8.891789,Fibroblast,DVT
-2.6193256,4.995225,Fibroblast,DVT
0.9758354,-2.886557,Fibroblast,DVT
-1.4497458,15.901392,Fibroblast,DVT
-1.5057634,-6.0797887,Fibroblast,DVT
-1.2456291,-4.9401884,Fibroblast,DVT
0.9524864,-2.577571,Fibroblast,DVT
7.002344,6.097877,Endothelial,DVT
-5.309102,5.7411313,Fibroblast,DVT
-2.7724206,-1.9545783,Fibroblast,DVT
6.9213195,5.370288,Endothelial,DVT
8.001268,6.219471,Endothelial,DVT
-8.665858,-1.9156516,VSMC,DVT
2.7417684,0.29045388,Fibroblast,DVT
2.1077967,12.674701,Fibroblast,DVT
-0.16400364,-3.4904895,Fibroblast,DVT
-2.8191414,6.090626,Fibroblast,DVT
-7.287785,-1.2014318,VSMC,DVT
6.0624003,11.924612,B_cell,DVT
3.904284,20.620415,Fibroblast,DVT
0.6159883,-3.033377,Fibroblast,DVT
-3.4242513,-2.0910451,Fibroblast,DVT
-2.5506852,-4.265582,Fibroblast,DVT
-2.027912,-3.6603074,Fibroblast,DVT
5.921076,12.2553215,B_cell,DVT
-7.1316147,-0.6557538,VSMC,DVT
0.39067566,14.395652,Fibroblast,DVT
-0.48123074,-3.417896,Fibroblast,DVT
1.2961398,-4.903319,Fibroblast,DVT
-9.702961,4.038271,Fibroblast,DVT
-6.063916,7.249036,Macrophage,DVT
-2.2310536,-5.3355184,Fibroblast,DVT
-6.506371,12.606888,Neutrophil,DVT
-3.8294995,7.2645974,Macrophage,DVT
5.519723,11.117717,B_cell,DVT
2.8366654,4.5816135,Endothelial,DVT
-3.6295109,9.786601,Monocyte,DVT
6.0342197,12.381557,B_cell,DVT
-7.275622,-1.7964138,VSMC,DVT
-2.1470108,-2.0889196,Fibroblast,DVT
13.739478,7.2706003,Fibroblast,DVT
1.0628618,-3.9302564,Fibroblast,DVT
-5.8672643,8.224732,Macrophage,DVT
5.7026772,11.650193,B_cell,DVT
-2.2264633,-4.252196,Fibroblast,DVT
6.3727584,1.574864,Endothelial,DVT
-3.4140847,9.394705,Monocyte,DVT
0.13385066,-4.4012227,Fibroblast,DVT
3.1115198,0.25552043,Fibroblast,DVT
-2.262295,15.5566435,Fibroblast,DVT
-1.9274107,9.65215,Monocyte,DVT
-3.2846782,5.9580984,Fibroblast,DVT
7.87562,5.8187275,Endothelial,DVT
-8.534126,-1.351666,VSMC,DVT
6.8665423,2.2274806,Endothelial,DVT
-0.89786047,8.919738,Monocyte,DVT
7.9927106,6.068737,Endothelial,DVT
-7.75469,-0.89037627,VSMC,DVT
1.1600971,2.4617996,Endothelial,DVT
-3.5546727,-2.3226128,Fibroblast,DVT
0.27488405,13.116836,Fibroblast,DVT
-0.7246653,-4.854532,Fibroblast,DVT
4.944099,9.44634,B_cell,DVT
-6.5026846,-0.1802457,VSMC,DVT
7.4062276,6.6829023,Endothelial,DVT
-7.3421173,12.17768,Neutrophil,DVT
0.63208103,14.254448,Fibroblast,DVT
-2.019287,14.910065,Fibroblast,DVT
1.5714539,-3.901392,Fibroblast,DVT
-0.9748898,-5.0841393,Fibroblast,DVT
3.331421,-0.2702929,Fibroblast,DVT
-0.79126465,-3.8766475,Fibroblast,DVT
-9.679619,4.002272,Fibroblast,DVT
5.867843,10.820982,B_cell,DVT
-3.809924,-2.4325087,Fibroblast,DVT
2.8877223,16.45767,Fibroblast,DVT
0.64437854,-2.7391899,Fibroblast,DVT
-6.1685543,8.192077,Macrophage,DVT
-5.8057857,11.050207,Neutrophil,DVT
0.29787904,-5.051073,Fibroblast,DVT
0.92459756,-2.4424179,Fibroblast,DVT
14.286192,7.584011,Fibroblast,DVT
2.414155,3.059522,Fibroblast,DVT
1.8549844,6.769454,B_cell,DVT
-2.371683,-4.989141,Fibroblast,DVT
-1.8380407,16.042124,Fibroblast,DVT
-1.4796605,14.860477,Fibroblast,DVT
-2.6966043,-5.5609083,Fibroblast,DVT
-5.8712406,5.6387854,Fibroblast,DVT
0.85000014,15.221944,Fibroblast,DVT
2.7537937,0.33885592,Fibroblast,DVT
2.312439,8.760795,Fibroblast,DVT
-5.779724,-0.92154074,VSMC,DVT
-5.4864717,7.114914,Macrophage,DVT
4.6788583,5.3188,Endothelial,DVT
3.473925,4.4829597,Endothelial,DVT
-11.191478,5.177321,Fibroblast,DVT
-7.783615,-1.3345184,VSMC,DVT
4.196865,1.1290649,Endothelial,DVT
2.1585226,-3.2640188,Fibroblast,DVT
-8.561032,-1.680536,VSMC,DVT
-1.5804929,-5.747571,Fibroblast,DVT
3.8966112,20.610163,Fibroblast,DVT
-3.9232748,-1.4993291,Fibroblast,DVT
-2.3076227,-5.166629,Fibroblast,DVT
-8.185017,-1.2689866,VSMC,DVT
-3.041339,-3.7890928,Fibroblast,DVT
-0.76226723,-2.946217,Fibroblast,DVT
-0.4307987,-3.4275432,Fibroblast,DVT
3.0297573,0.41634238,Fibroblast,DVT
-3.014962,7.6313524,Fibroblast,DVT
-2.3021998,-5.605299,Fibroblast,DVT
-10.892538,4.742139,Fibroblast,DVT
-2.4625416,-2.4732723,Fibroblast,DVT
-3.5721924,8.66892,Monocyte,DVT
7.5889072,6.7240543,Endothelial,DVT
0.05094762,8.131888,Monocyte,DVT
-1.9852256,-4.1841598,Fibroblast,DVT
-2.352482,5.9748907,Fibroblast,DVT
-1.9530852,14.807707,Fibroblast,DVT
-2.1221805,-5.685508,Fibroblast,DVT
-4.623062,8.5237255,Macrophage,DVT
1.2495636,-2.0691042,Fibroblast,DVT
5.526126,11.66494,B_cell,DVT
5.6023536,5.7688513,Endothelial,DVT
6.32818,12.266204,B_cell,DVT
-2.54021,-3.2748148,Fibroblast,DVT
3.536526,-4.2177734,Fibroblast,DVT
-1.7780194,-4.5969844,Fibroblast,DVT
1.1296629,-3.837634,Fibroblast,DVT
2.0918853,-3.4557862,Fibroblast,DVT
0.8784234,-6.353833,Fibroblast,DVT
-8.409662,-1.8793362,VSMC,DVT
-6.237494,-0.8839329,VSMC,DVT
0.35737294,-2.045372,Fibroblast,DVT
-1.9783375,14.838892,Fibroblast,DVT
-4.261921,6.544768,Fibroblast,DVT
-3.5560434,10.381577,Monocyte,DVT
-5.5689874,6.1416454,Fibroblast,DVT
2.6713257,4.412431,Endothelial,DVT
0.0077472148,-3.2219753,Fibroblast,DVT
5.648152,11.565669,B_cell,DVT
1.989943,-3.5559728,Fibroblast,DVT
-2.705463,-5.168975,Fibroblast,DVT
-2.57657,-3.0957277,Fibroblast,DVT
5.9146423,0.51005524,Endothelial,DVT
2.3921092,8.668477,Fibroblast,DVT
5.1255026,10.622739,B_cell,DVT
1.289424,-1.9529479,Fibroblast,DVT
1.8018119,6.702956,B_cell,DVT
-4.0921116,-3.8825011,Fibroblast,DVT
-2.3459883,-3.8609467,Fibroblast,DVT
4.609623,1.9055068,Endothelial,DVT
-0.5585486,-5.039709,Fibroblast,DVT
-2.2611582,-5.8313303,Fibroblast,DVT
-5.536792,12.249097,Neutrophil,DVT
-1.1102203,-5.143205,Fibroblast,DVT
-7.746569,-1.7643422,VSMC,DVT
-7.316174,12.70794,Neutrophil,DVT
7.972687,6.4072495,Endothelial,DVT
7.617674,6.632157,Endothelial,DVT
-1.92856,-5.3520412,Fibroblast,DVT
-3.729926,9.753231,Monocyte,DVT
-7.529853,1.0356253,VSMC,DVT
-5.203274,7.548551,Macrophage,DVT
-5.5954227,12.250224,Neutrophil,DVT
-3.3241396,8.434713,Monocyte,DVT
-8.846209,-1.8005745,VSMC,DVT
-1.7737302,-5.350835,Fibroblast,DVT
-0.1345643,8.085672,Monocyte,DVT
-10.984275,5.173653,Fibroblast,DVT
-0.9810628,3.3923523,Endothelial,DVT
2.9747095,-3.5430515,Fibroblast,DVT
-2.7341943,9.109602,Monocyte,DVT
-10.709451,4.133367,Fibroblast,DVT
-7.009484,-0.9138756,VSMC,DVT
-6.7174606,1.2177444,VSMC,DVT
7.745426,5.966067,Endothelial,DVT
-1.7141345,8.420506,Monocyte,DVT
1.6945363,-3.5469394,Fibroblast,DVT
-5.8486667,5.766039,Fibroblast,DVT
-4.85103,8.454689,Macrophage,DVT
-2.3669653,-1.2176405,Fibroblast,DVT
2.235999,16.047892,Fibroblast,DVT
-2.0247002,-2.487797,Fibroblast,DVT
-5.484498,6.3548446,Fibroblast,DVT
-0.26805985,-5.4007363,Fibroblast,DVT
-2.9288876,-2.9901123,Fibroblast,DVT
3.4607627,0.22987264,Fibroblast,DVT
-0.88315755,-5.8079114,Fibroblast,DVT
0.74330294,-2.941602,Fibroblast,DVT
4.28273,0.551971,Fibroblast,DVT
1.6620101,-3.351419,Fibroblast,DVT
5.892088,12.185335,B_cell,DVT
-2.1871345,-0.24597067,Fibroblast,DVT
-5.917192,11.017922,Neutrophil,DVT
-3.62176,9.329313,Monocyte,DVT
-7.3525724,-0.96367085,VSMC,DVT
-5.614561,6.066909,Fibroblast,DVT
-3.545829,-2.29325,Fibroblast,DVT
2.1536353,-3.8578885,Fibroblast,DVT
2.4258156,-4.443924,Fibroblast,DVT
2.0839238,4.732934,Endothelial,DVT
3.741379,20.444538,Fibroblast,DVT
0.985233,15.448806,Fibroblast,DVT
1.1152655,14.974296,Fibroblast,DVT
0.111012876,-3.9684799,Fibroblast,DVT
5.744193,11.928368,B_cell,DVT
-7.0886106,-0.526941,VSMC,DVT
1.3749071,-3.0505154,Fibroblast,DVT
-1.2782619,-5.3625393,Fibroblast,DVT
0.044762872,-1.479533,Fibroblast,DVT
6.238437,5.8538475,Endothelial,DVT
-3.3332593,-1.9668779,Fibroblast,DVT
0.24076578,-0.99893445,Fibroblast,DVT
-2.6789103,-0.8315699,Fibroblast,DVT
5.945654,12.679463,B_cell,DVT
5.746001,10.657342,B_cell,DVT
-7.8852353,-1.1885002,VSMC,DVT
0.8900448,14.883151,Fibroblast,DVT
7.0722833,5.9591646,Endothelial,DVT
-1.6290622,-5.5844755,Fibroblast,DVT
-1.6920254,-2.628556,Fibroblast,DVT
-4.5611296,7.1661134,Macrophage,DVT
-2.0526865,16.00885,Fibroblast,DVT
-0.6379273,-6.246682,Fibroblast,DVT
5.918617,11.0648155,B_cell,DVT
-1.387426,-2.727966,Fibroblast,DVT
-2.6955192,-1.6991315,Fibroblast,DVT
-1.9961206,7.7780075,Monocyte,DVT
-6.6225047,13.226199,Neutrophil,DVT
1.5570214,-2.3585136,Fibroblast,DVT
-0.2685751,-3.0419533,Fibroblast,DVT
2.4133236,0.30804074,Fibroblast,DVT
-4.581844,10.218659,Macrophage,DVT
-3.045172,8.053527,Fibroblast,DVT
5.6371274,11.517767,B_cell,DVT
-1.2784042,-3.2052276,Fibroblast,DVT
0.22463398,-5.7811675,Fibroblast,DVT
-1.2655128,7.1027856,Fibroblast,DVT
2.7710981,-3.6794033,Fibroblast,DVT
-0.80362874,-4.0637865,Fibroblast,DVT
-5.3395042,7.496054,Macrophage,DVT
-3.0462413,-5.361888,Fibroblast,DVT
1.1215421,2.4566076,Endothelial,DVT
-1.6165732,-3.9268746,Fibroblast,DVT
-2.984935,7.813909,Fibroblast,DVT
0.08234836,-3.092194,Fibroblast,DVT
1.3148029,-2.146864,Fibroblast,DVT
2.5974917,-3.9794233,Fibroblast,DVT
-5.5471344,11.96107,Neutrophil,DVT
-6.4120297,12.917102,Neutrophil,DVT
-7.389222,-1.8430527,VSMC,DVT
7.2602997,4.466335,Endothelial,DVT
-1.3557307,-4.840927,Fibroblast,DVT
-2.369958,-4.0186477,Fibroblast,DVT
-6.204363,13.320827,Neutrophil,DVT
7.167939,5.8675075,Endothelial,DVT
2.3193924,0.8979091,Fibroblast,DVT
0.74301404,14.193736,Fibroblast,DVT
-3.3038976,-3.9965239,Fibroblast,DVT
6.2379427,5.93828,Endothelial,DVT
-0.19202892,-1.9843472,Fibroblast,DVT
-5.363927,7.77712,Macrophage,DVT
-6.225662,11.364813,Neutrophil,DVT
-5.7084446,7.568067,Macrophage,DVT
-5.1328344,6.484635,Fibroblast,DVT
-0.71231866,-4.850437,Fibroblast,DVT
-4.967895,11.474404,Neutrophil,DVT
0.7705367,14.02192,Fibroblast,DVT
6.3932805,5.796226,Endothelial,DVT
-0.49621826,8.884575,Monocyte,DVT
-2.014267,-4.90939,Fibroblast,DVT
0.9609423,13.23693,Fibroblast,DVT
2.773932,-3.8507502,Fibroblast,DVT
-2.4812086,4.7626877,Fibroblast,DVT
-3.1727648,-3.800684,Fibroblast,DVT
-1.8555601,-6.041541,Fibroblast,DVT
-0.9360058,8.726226,Monocyte,DVT
2.3164601,7.794619,Fibroblast,DVT
6.826456,5.70775,Endothelial,DVT
2.6609304,0.107264824,Fibroblast,DVT
8.721871,0.3838429,Endothelial,DVT
8.09157,5.6300097,Endothelial,DVT
-1.5059868,-5.580347,Fibroblast,DVT
-3.0166523,-2.6029868,Fibroblast,DVT
-2.6623533,-4.614941,Fibroblast,DVT
-1.2683039,-4.8751807,Fibroblast,DVT
-1.5580457,-5.4209795,Fibroblast,DVT
3.4406512,4.4576254,Endothelial,DVT
-0.50429386,-3.282827,Fibroblast,DVT
7.1835227,6.0811462,Endothelial,DVT
3.749981,20.454554,Fibroblast,DVT
-1.8946813,-2.2223952,Fibroblast,DVT
-6.4363384,-0.9882301,VSMC,DVT
1.2941947,11.840587,Fibroblast,DVT
-2.282454,-6.02097,Fibroblast,DVT
-5.1434913,12.889385,Neutrophil,DVT
-1.8546524,16.134396,Fibroblast,DVT
-1.3080503,0.089872934,Fibroblast,DVT
-3.9436352,-4.1061068,Fibroblast,DVT
-5.571305,12.153415,Neutrophil,DVT
-2.8015385,-4.0340657,Fibroblast,DVT
-5.8361254,12.038306,Neutrophil,DVT
2.2790656,0.03661198,Fibroblast,DVT
-2.6240351,-3.1551127,Fibroblast,DVT
-6.532481,13.256581,Neutrophil,DVT
1.186861,-2.593239,Fibroblast,DVT
-10.02865,4.358884,Fibroblast,DVT
4.2394023,-4.2834997,Fibroblast,DVT
2.8586419,-3.6913407,Fibroblast,DVT
-5.201156,7.08063,Macrophage,DVT
2.172249,-4.4327993,Fibroblast,DVT
-1.4867857,-3.3843184,Fibroblast,DVT
-2.216603,15.265238,Fibroblast,DVT
-8.022681,-1.2485515,VSMC,DVT
-5.76898,10.717772,Neutrophil,DVT
-2.269955,-2.8935938,Fibroblast,DVT
2.7964,16.448519,Fibroblast,DVT
5.789695,1.2465441,Fibroblast,DVT
-7.5332136,-0.9404503,VSMC,DVT
5.6482825,10.845136,B_cell,DVT
-5.7803116,13.181174,Neutrophil,DVT
-1.7983098,-3.0353854,Fibroblast,DVT
3.347033,0.1370629,Fibroblast,DVT
-2.249622,-1.0669718,Fibroblast,DVT
-2.242546,7.1748977,Fibroblast,DVT
-11.740872,0.33228043,Erythrocyte,DVT
-1.8440675,16.184198,Fibroblast,DVT
2.351499,8.701118,Fibroblast,DVT
0.5643714,14.301674,Fibroblast,DVT
0.4463558,15.748274,Fibroblast,DVT
2.5755296,4.4623847,Endothelial,DVT
-2.6115878,8.010612,Fibroblast,DVT
-4.1431446,6.250006,Fibroblast,DVT
2.3605006,8.701032,Fibroblast,DVT
-8.047753,-1.4612932,VSMC,DVT
0.2894171,15.847614,Fibroblast,DVT
2.9440873,0.086480685,Fibroblast,DVT
-11.5473385,5.059695,Fibroblast,DVT
6.13695,12.396816,B_cell,DVT
-4.505046,12.357663,Neutrophil,DVT
-5.821764,12.220336,Neutrophil,DVT
-5.7741017,6.498339,Macrophage,DVT
6.615733,5.259308,Endothelial,DVT
0.7660865,-0.9077778,Fibroblast,DVT
5.4398313,11.48761,B_cell,DVT
-4.7230015,11.4229145,Neutrophil,DVT
-10.332588,5.240091,Fibroblast,DVT
-3.5911784,-2.0184538,Fibroblast,DVT
4.422183,5.623805,Endothelial,DVT
0.7739165,-3.1307838,Fibroblast,DVT
1.327638,12.779917,Fibroblast,DVT
-2.1872926,-2.3643887,Fibroblast,DVT
-0.7761488,-5.4627466,Fibroblast,DVT
7.7316504,6.213553,Endothelial,DVT
-5.4243846,12.58344,Neutrophil,DVT
-6.366091,12.567544,Neutrophil,DVT
0.6612586,15.802692,Fibroblast,DVT
-1.1585102,-4.7936845,Fibroblast,DVT
4.9105897,5.5817475,Endothelial,DVT
-2.6608436,-5.2342277,Fibroblast,DVT
-6.667348,-1.636086,VSMC,DVT
7.9714293,5.7666655,Endothelial,DVT
5.4519763,10.808613,B_cell,DVT
-3.111349,7.797406,Fibroblast,DVT
-3.7401977,-4.022197,Fibroblast,DVT
2.356678,2.9784734,Fibroblast,DVT
1.1560102,-2.373784,Fibroblast,DVT
-3.260386,-4.2816153,Fibroblast,DVT
-3.0215006,8.185387,Fibroblast,DVT
-5.6447363,7.170681,Macrophage,DVT
-2.5197635,6.938745,Fibroblast,DVT
1.5428368,11.956721,Fibroblast,DVT
-4.149519,6.183436,Fibroblast,DVT
1.61742,13.08826,Fibroblast,DVT
-0.61218107,3.005976,Endothelial,DVT
1.6443118,-4.034183,Fibroblast,DVT
-7.3727818,-1.3784946,VSMC,DVT
-1.8628892,14.468733,Fibroblast,DVT
-2.482446,-1.5385028,Fibroblast,DVT
-4.8443346,10.920524,Neutrophil,DVT
6.1095862,11.832341,B_cell,DVT
-0.6945612,-5.184655,Fibroblast,DVT
-6.1463413,8.278029,Macrophage,DVT
